state,stateno,year,y1960_2010,prez_election_year,weird5,weird5b,Biennium,Biennium_b,biennium_first_year,biennium_second_year,y1961to2010,y1961to2006,govname1,govname1_sour,govname1_date,govname2,govname2_sour,govname2_date,govname2_notes,gub_election,gub_election_regime,gov_midyear_change_date,gov_midyear_change_month,gov_midyear_change_day,gov_midyear_change_ordinal_day,gov_midyear_change_a,Budget_Pass2011_04_20,when_leg_met2011_04_13,gov_midyear_change_b,gov_midyear_change_b_note,new_gov_b,past_gov,past_gov_note,gov_midyear_change_c,gov_midyear_change_c_note,new_gov_c,new_gov_d,fracleg_old_variable,fracleg_note_old_variable,years_served,budgets_overseen,years_served_budgets_overseen_notes,term_length,years_left_in_term,limit_exists,limit_type,term_limit_length_uncertainty,years_left_before_limit,years_left_before_limit_note,years_left_before_limit_uncertainty,Lame_Duck_Last_Term,Lame_Duck_Last_Year,Lame_Duck_Last_2nd_To_Last_Year,Lame_Duck_Notes,femgov,femgov_notes,stateleg,stateleg_source,congmem,congmem_sour,stateleg_congmem_notes,legexper,party_midyear_change,party_midyear_change_direction,govparty_a,party_midbiennium_change,party_midbiennium_change_direction,party_midbiennium_change_note,govparty_b,govparty_b_2,state_midterm_penalty,govparty_c,govparty_c_note,gov_non_maj_pty,gub_party_change,gov_pty_change_since_last_budget_a,gov_pty_change_since_last_budget_b,years_since_other_party,open_bcs_term_limit,y1937_to_2010
Connecticut,7,2016,0,1,0,0,2015,2015,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delaware,8,1925,0,0,0,0,1925,1925,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delaware,8,1926,0,0,0,0,1925,1925,0,1,,,"Robinson, Robert P.","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delaware,8,1927,0,0,0,0,1927,1927,1,0,,,"Robinson, Robert P.","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delaware,8,1928,0,1,0,0,1927,1927,0,1,,,"Robinson, Robert P.","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delaware,8,1929,0,0,0,0,1929,1929,1,0,,,"Buck, C. Douglass","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delaware,8,1930,0,0,0,0,1929,1929,0,1,,,"Buck, C. Douglass","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delaware,8,1931,0,0,0,0,1931,1931,1,0,,,"Buck, C. Douglass","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delaware,8,1932,0,1,0,0,1931,1931,0,1,,,"Buck, C. Douglass","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delaware,8,1933,0,0,0,0,1933,1933,1,0,,,"Buck, C. Douglass","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delaware,8,1934,0,0,0,0,1933,1933,0,1,,,"Buck, C. Douglass","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delaware,8,1935,0,0,0,0,1935,1935,1,0,,,"Buck, C. Douglass","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delaware,8,1936,0,1,0,0,1935,1935,0,1,,,"Buck, C. Douglass","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,1,1936,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,0,,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delaware,8,1937,0,0,0,0,1937,1937,1,0,,,"McMullen, Richard C.","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,0,1940,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,7,,,0,0,0,,,,,,,,,,,,1.00,0,,,1,1,1,1,,0,,,,,0,1
Delaware,8,1938,0,0,0,0,1937,1937,0,1,,,"McMullen, Richard C.","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,0,1940,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,6,,,0,0,0,,,,,,,,,,,,1.00,0,,,1,1,1,1,,0,0,,,1,0,1
Delaware,8,1939,0,0,0,0,1939,1939,1,0,,,"McMullen, Richard C.","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,0,1940,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,5,,,0,0,0,,,,,,,,,,,,1.00,0,,,1,1,1,1,,0,0,,,2,0,1
Delaware,8,1940,0,1,0,0,1939,1939,0,1,,,"McMullen, Richard C.","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,1,1940,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,4,,,0,0,0,,,,,,,,,,,,1.00,0,,,1,1,0,1,,0,0,,,3,0,1
Delaware,8,1941,0,0,0,0,1941,1941,1,0,,,"Bacon, Walter W.","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,0,1944,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,7,,,0,0,0,,,,,,,,,,,,0.00,0,,,0,-1,-1,0,,0,1,,,0,0,1
Delaware,8,1942,0,0,0,0,1941,1941,0,1,,,"Bacon, Walter W.","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,0,1944,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,6,,,0,0,0,,,,,,,,,,,,0.00,0,,,0,-1,-1,0,,0,0,,,-1,0,1
Delaware,8,1943,0,0,0,0,1943,1943,1,0,,,"Bacon, Walter W.","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,0,1944,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,5,,,0,0,0,,,,,,,,,,,,0.00,0,,,0,-1,-1,0,,0,0,,,-2,0,1
Delaware,8,1944,0,1,0,0,1943,1943,0,1,,,"Bacon, Walter W.","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,1,1944,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,4,,,0,0,0,,,,,,,,,,,,0.00,0,,,0,-1,0,0,,0,0,,,-3,0,1
Delaware,8,1945,0,0,0,0,1945,1945,1,0,,,"Bacon, Walter W.","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,0,1948,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,3,,,1,0,0,,,,,,,,,,,,0.00,0,,,0,-1,-1,0,,0,0,,,-4,0,1
Delaware,8,1946,0,0,0,0,1945,1945,0,1,,,"Bacon, Walter W.","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,0,1948,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,,,1,0,0,,,,,,,,,,,,0.00,0,,,0,-1,-1,0,,0,0,,,-5,0,1
Delaware,8,1947,0,0,0,0,1947,1947,1,0,,,"Bacon, Walter W.","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,0,1948,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,,,1,0,1,,,,,,,,,,,,0.00,0,,,0,-1,-1,0,,0,0,,,-6,0,1
Delaware,8,1948,0,1,0,0,1947,1947,0,1,,,"Bacon, Walter W.","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,1,1948,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,0,,,1,1,0,,,,,,,,,,,,0.00,0,,,0,-1,0,0,,0,0,,,-7,-1,1
Delaware,8,1949,0,0,0,0,1949,1949,1,0,,,"Carvel, Elbert N.","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,0,1952,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,7,,,0,0,0,,,,,,,,,,,,1.00,0,,,1,1,1,1,,0,1,,,0,0,1
Delaware,8,1950,0,0,0,0,1949,1949,0,1,,,"Carvel, Elbert N.","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,0,1952,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,6,,,0,0,0,,,,,,,,,,,,1.00,0,,,1,1,1,1,,0,0,,,1,0,1
Delaware,8,1951,0,0,0,0,1951,1951,1,0,,,"Carvel, Elbert N.","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,0,1952,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,5,,,0,0,0,,,,,,,,,,,,1.00,0,,,1,1,1,1,,0,0,,,2,0,1
Delaware,8,1952,0,1,0,0,1951,1951,0,1,,,"Carvel, Elbert N.","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,1,1952,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,4,,,0,0,0,,,,,,,,,,,,1.00,0,,,1,1,0,1,,0,0,,,3,0,1
Delaware,8,1953,0,0,0,0,1953,1953,1,0,,,"Boggs, J. Caleb","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,0,1956,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,7,,,0,0,0,,,,,,,,,,,,0.00,0,,,0,-1,-1,0,,0,1,,,0,0,1
Delaware,8,1954,0,0,0,0,1953,1953,0,1,,,"Boggs, J. Caleb","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,0,1956,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,6,,,0,0,0,,,,,,,,,,,,0.00,0,,,0,-1,-1,0,,0,0,,,-1,0,1
Delaware,8,1955,0,0,0,0,1955,1955,1,0,,,"Boggs, J. Caleb","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,0,1956,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,5,,,0,0,0,,,,,,,,,,,,0.00,0,,,0,-1,-1,0,,0,0,,,-2,0,1
Delaware,8,1956,0,1,0,0,1955,1955,0,1,,,"Boggs, J. Caleb","Moore, John L., Jon P. Preimesberger, and David R. Tarr, eds. 2001.  Congressional Quarterly's Guid to U.S. Elections.  4th edition.  Washington, DC: CQ Press.",,,,,,1,1956,,,,,,,,,,,,,,,0,,,,3,0,,4,0,1,2,1,4,,,0,0,0,,0,,,,,,,,,,0.00,0,,,0,-1,0,0,,0,0,,,-3,0,1
Delaware,8,1957,0,0,0,0,1957,1957,1,0,,,"Boggs, J. Caleb","Moore, John L., Jon P. Preimesberger, and David R. Tarr, eds. 2001.  Congressional Quarterly's Guid to U.S. Elections.  4th edition.  Washington, DC: CQ Press.",,,,,,0,1960,,,,,,,,,,,,,,,0,,,,4,0,,4,3,1,2,1,3,,,1,0,0,,0,,,,,,,,,,0.00,0,,,0,-1,-1,0,,0,0,,,-4,0,1
Delaware,8,1958,0,0,0,0,1957,1957,0,1,,,"Boggs, J. Caleb","Moore, John L., Jon P. Preimesberger, and David R. Tarr, eds. 2001.  Congressional Quarterly's Guid to U.S. Elections.  4th edition.  Washington, DC: CQ Press.",,,,,,0,1960,,,,,,,,,,,,,,,0,,,,5,0,,4,2,1,2,1,2,,,1,0,0,,0,,,,,,,,,,0.00,0,,,0,-1,-1,0,,0,0,,,-5,0,1
Delaware,8,1959,0,0,0,0,1959,1959,1,0,,,"Boggs, J. Caleb","Moore, John L., Jon P. Preimesberger, and David R. Tarr, eds. 2001.  Congressional Quarterly's Guid to U.S. Elections.  4th edition.  Washington, DC: CQ Press.",,,,,,0,1960,,,,,,,,,,,,,,,0,,,,6,0,,4,1,1,2,0,1,,,1,0,1,,0,,,,,,,,,,0.00,0,,,0,-1,-1,0,,0,0,,,-6,0,1
Delaware,8,1960,1,1,0,0,1959,1959,0,1,,,"Boggs, J. Caleb","Moore, John L., Jon P. Preimesberger, and David R. Tarr, eds. 2001.  Congressional Quarterly's Guid to U.S. Elections.  4th edition.  Washington, DC: CQ Press.",,,,,"J. Caleb Boggs resigned dec 30, 1960, and was replaced by david p buckson the lt. Gov.",1,1960,30-Dec,12,30,365,1,1,didn't meet,,,,,,,,0,,,,7,0,,4,0,1,2,0,0,,,1,1,0,,0,,,,,,,,,,0.00,0,,,0,-1,0,0,,0,0,,,-7,-1,1
Delaware,8,1961,1,0,0,0,1961,1961,1,0,1,1,"Carvel, Elbert N.","Moore, John L., Jon P. Preimesberger, and David R. Tarr, eds. 2001.  Congressional Quarterly's Guid to U.S. Elections.  4th edition.  Washington, DC: CQ Press.",,,,,,0,1964,,,,,,1,,0,,1,1,,,,1,0,,,4,4,"This assumes that when carvel was in before, budgets were annual.  This could be wrong.",4,3,1,2,0,3,,,1,0,0,,0,,,,,,,,0,,1.00,0,,,1,1,1,1,,0,1,1,1,0,0,1
Delaware,8,1962,1,0,0,0,1961,1961,0,1,1,1,"Carvel, Elbert N.","Moore, John L., Jon P. Preimesberger, and David R. Tarr, eds. 2001.  Congressional Quarterly's Guid to U.S. Elections.  4th edition.  Washington, DC: CQ Press.",,,,,,0,1964,,,,,,1,,0,,0,0,,,,0,0,,,5,5,,4,2,1,2,0,2,,,1,0,0,,0,,,,,,,,0,,1.00,0,,,1,1,1,1,,0,0,0,0,1,0,1
Delaware,8,1963,1,0,0,0,1963,1963,1,0,1,1,"Carvel, Elbert N.","Moore, John L., Jon P. Preimesberger, and David R. Tarr, eds. 2001.  Congressional Quarterly's Guid to U.S. Elections.  4th edition.  Washington, DC: CQ Press.",,,,,,0,1964,,,,,,1,,0,,0,0,,,,0,0,,,6,6,,4,1,1,2,0,1,,,1,0,1,,0,,,,,,,,0,,1.00,0,,,1,1,1,1,,0,0,0,0,2,0,1
Delaware,8,1964,1,1,0,0,1963,1963,0,1,1,1,"Carvel, Elbert N.","Moore, John L., Jon P. Preimesberger, and David R. Tarr, eds. 2001.  Congressional Quarterly's Guid to U.S. Elections.  4th edition.  Washington, DC: CQ Press.",,,,,,1,1964,,,,,,1,,0,,0,0,,,,0,0,,,7,7,,4,0,1,2,0,0,,,1,1,0,,0,,,,,,,,0,,1.00,0,,,1,1,0,1,,0,0,0,0,3,1,1
Delaware,8,1965,1,0,0,0,1965,1965,1,0,1,1,"Terry, Charles L. Jr.","Moore, John L., Jon P. Preimesberger, and David R. Tarr, eds. 2001.  Congressional Quarterly's Guid to U.S. Elections.  4th edition.  Washington, DC: CQ Press.",,,,,,0,1968,,,,,,1,,0,,1,0,,,,1,1,,,0,0,,4,3,1,2,0,7,,,0,0,0,,0,,,,,,,,0,,1.00,0,,,1,1,1,1,,0,0,0,0,4,0,1
Delaware,8,1966,1,0,0,0,1965,1965,0,1,1,1,"Terry, Charles L. Jr.","Moore, John L., Jon P. Preimesberger, and David R. Tarr, eds. 2001.  Congressional Quarterly's Guid to U.S. Elections.  4th edition.  Washington, DC: CQ Press.",,,,,,0,1968,,,,,,1,,0,,0,0,,,,0,0,,,1,1,,4,2,1,2,0,6,,,0,0,0,,0,,,,,,,,0,,1.00,0,,,1,1,1,1,,0,0,0,0,5,0,1
Delaware,8,1967,1,0,0,0,1967,1967,1,0,1,1,"Terry, Charles L. Jr.","Moore, John L., Jon P. Preimesberger, and David R. Tarr, eds. 2001.  Congressional Quarterly's Guid to U.S. Elections.  4th edition.  Washington, DC: CQ Press.",,,,,,0,1968,,,,,,1,,0,,0,0,,,,0,0,,,2,2,,4,1,1,2,0,5,Absolute two term limitation.,,0,0,0,,0,,,,,,,,0,,1.00,0,,,1,1,1,1,,0,0,0,0,6,0,1
Delaware,8,1968,1,1,0,0,1967,1967,0,1,1,1,"Terry, Charles L. Jr.","Moore, John L., Jon P. Preimesberger, and David R. Tarr, eds. 2001.  Congressional Quarterly's Guid to U.S. Elections.  4th edition.  Washington, DC: CQ Press.",,,,,,1,1968,,,,,,1,,0,,0,0,,,,0,0,,,3,3,,4,0,1,2,0,4,Absolute two term limitation.,,0,0,0,,0,,,,,,,,0,,1.00,0,,,1,1,0,1,,0,0,0,0,7,0,1
Delaware,8,1969,1,0,0,0,1969,1969,1,0,1,1,"Peterson, Russell W.","Moore, John L., Jon P. Preimesberger, and David R. Tarr, eds. 2001.  Congressional Quarterly's Guid to U.S. Elections.  4th edition.  Washington, DC: CQ Press.",,,,,,0,1972,,,,,,1,,0,,1,0,,,,1,1,,,0,0,,4,3,1,2,0,7,Absolute two term limitation.,,0,0,0,,0,,0,No record in Supplement #1 from 1957-69,0,http://bioguide.congress.gov/biosearch/biosearch.asp,,0,0,,0.00,0,,,0,-1,-1,0,,0,1,-1,1,0,0,1
Delaware,8,1970,1,0,0,0,1969,1969,0,1,1,1,"Peterson, Russell W.","Moore, John L., Jon P. Preimesberger, and David R. Tarr, eds. 2001.  Congressional Quarterly's Guid to U.S. Elections.  4th edition.  Washington, DC: CQ Press.",,,,,,0,1972,,,,,,1,,0,,0,0,,,,0,0,,,1,1,,4,2,1,2,0,6,Absolute two term limitation.,,0,0,0,,0,,0,No record in Supplement #1 from 1957-69,0,http://bioguide.congress.gov/biosearch/biosearch.asp,,0,0,,0.00,0,,,0,-1,-1,0,,0,0,0,0,-1,0,1
Delaware,8,1971,1,0,0,0,1971,1971,1,0,1,1,"Peterson, Russell W.","Moore, John L., Jon P. Preimesberger, and David R. Tarr, eds. 2001.  Congressional Quarterly's Guid to U.S. Elections.  4th edition.  Washington, DC: CQ Press.",,,,,,0,1972,,,,,,1,,0,,0,0,,,,0,0,,,2,2,,4,1,1,2,0,5,Absolute two term limitation.,,0,0,0,,0,,0,No record in Supplement #1 from 1957-69,0,http://bioguide.congress.gov/biosearch/biosearch.asp,,0,0,,0.00,0,,,0,-1,-1,0,,0,0,0,0,-2,0,1
Delaware,8,1972,1,1,0,0,1971,1971,0,1,1,1,"Peterson, Russell W.","Moore, John L., Jon P. Preimesberger, and David R. Tarr, eds. 2001.  Congressional Quarterly's Guid to U.S. Elections.  4th edition.  Washington, DC: CQ Press.",,,,,,1,1972,,,,,,1,,0,,0,0,,,,0,0,,,3,3,,4,0,1,2,0,4,Absolute two term limitation.,,0,0,0,,0,,0,No record in Supplement #1 from 1957-69,0,http://bioguide.congress.gov/biosearch/biosearch.asp,,0,0,,0.00,0,,,0,-1,0,0,,0,0,0,0,-3,0,1
Delaware,8,1973,1,0,0,0,1973,1973,1,0,1,1,"Tribbitt, Sherman W.","Moore, John L., Jon P. Preimesberger, and David R. Tarr, eds. 2001.  Congressional Quarterly's Guid to U.S. Elections.  4th edition.  Washington, DC: CQ Press.",,,,,,0,1976,,,,,,1,,0,,1,0,,,,1,1,,,0,0,,4,3,1,2,0,7,Absolute two term limitation.,,0,0,0,,0,,1,From my gubernatorial candidates file.  Only inserted info if the candidate was at one time not an incumbent from 1972 and on.  Info would be hidden for candidates that were always incumbents in this time period.,0,From my gubernatorial candidates file.  Only inserted info if the candidate was at one time not an incumbent from 1972 and on.  Info would be hidden for candidates that were always incumbents in this time period.,,1,0,,1.00,0,,,1,1,1,1,,0,1,1,1,0,0,1
Delaware,8,1974,1,0,0,0,1973,1973,0,1,1,1,"Tribbitt, Sherman W.","Moore, John L., Jon P. Preimesberger, and David R. Tarr, eds. 2001.  Congressional Quarterly's Guid to U.S. Elections.  4th edition.  Washington, DC: CQ Press.",,,,,,0,1976,,,,,,1,,0,,0,0,,,,0,0,,,1,1,,4,2,1,2,0,6,Absolute two term limitation.,,0,0,0,,0,,1,From my gubernatorial candidates file.  Only inserted info if the candidate was at one time not an incumbent from 1972 and on.  Info would be hidden for candidates that were always incumbents in this time period.,0,From my gubernatorial candidates file.  Only inserted info if the candidate was at one time not an incumbent from 1972 and on.  Info would be hidden for candidates that were always incumbents in this time period.,,1,0,,1.00,0,,,1,1,1,1,,0,0,0,0,1,0,1
Delaware,8,1975,1,0,0,0,1975,1975,1,0,1,1,"Tribbitt, Sherman W.","Moore, John L., Jon P. Preimesberger, and David R. Tarr, eds. 2001.  Congressional Quarterly's Guid to U.S. Elections.  4th edition.  Washington, DC: CQ Press.",,,,,,0,1976,,,,,,1,,0,,0,0,,,,0,0,,,2,2,,4,1,1,2,0,5,Absolute two term limitation.,,0,0,0,,0,,1,From my gubernatorial candidates file.  Only inserted info if the candidate was at one time not an incumbent from 1972 and on.  Info would be hidden for candidates that were always incumbents in this time period.,0,From my gubernatorial candidates file.  Only inserted info if the candidate was at one time not an incumbent from 1972 and on.  Info would be hidden for candidates that were always incumbents in this time period.,,1,0,,1.00,0,,,1,1,1,1,,0,0,0,0,2,0,1
Delaware,8,1976,1,1,0,0,1975,1975,0,1,1,1,"Tribbitt, Sherman W.","Moore, John L., Jon P. Preimesberger, and David R. Tarr, eds. 2001.  Congressional Quarterly's Guid to U.S. Elections.  4th edition.  Washington, DC: CQ Press.",,,,,,1,1976,,,,,,1,,0,,0,0,,,,0,0,,,3,3,,4,0,1,2,0,4,Absolute two term limitation.,,0,0,0,,0,,1,From my gubernatorial candidates file.  Only inserted info if the candidate was at one time not an incumbent from 1972 and on.  Info would be hidden for candidates that were always incumbents in this time period.,0,From my gubernatorial candidates file.  Only inserted info if the candidate was at one time not an incumbent from 1972 and on.  Info would be hidden for candidates that were always incumbents in this time period.,,1,0,,1.00,0,,,1,1,0,1,,0,0,0,0,3,0,1
Delaware,8,1977,1,0,0,0,1977,1977,1,0,1,1,"duPont, Pierre","Moore, John L., Jon P. Preimesberger, and David R. Tarr, eds. 2001.  Congressional Quarterly's Guid to U.S. Elections.  4th edition.  Washington, DC: CQ Press.",,,,,,0,1980,,,,,,1,,0,,1,0,,,,1,1,,,0,0,,4,3,1,2,0,7,Absolute two term limitation.,,0,0,0,,0,,1,From my gubernatorial candidates file.  Only inserted info if the candidate was at one time not an incumbent from 1972 and on.  Info would be hidden for candidates that were always incumbents in this time period.,1,From my gubernatorial candidates file.  Only inserted info if the candidate was at one time not an incumbent from 1972 and on.  Info would be hidden for candidates that were always incumbents in this time period.,,1,0,,0.00,0,,,0,-1,-1,0,,0,1,-1,1,0,0,1
Delaware,8,1978,1,0,0,0,1977,1977,0,1,1,1,"duPont, Pierre","Moore, John L., Jon P. Preimesberger, and David R. Tarr, eds. 2001.  Congressional Quarterly's Guid to U.S. Elections.  4th edition.  Washington, DC: CQ Press.",,,,,,0,1980,,,,,,1,,0,,0,0,,,,0,0,,,1,1,,4,2,1,2,0,6,Absolute two term limitation.,,0,0,0,,0,,1,From my gubernatorial candidates file.  Only inserted info if the candidate was at one time not an incumbent from 1972 and on.  Info would be hidden for candidates that were always incumbents in this time period.,1,From my gubernatorial candidates file.  Only inserted info if the candidate was at one time not an incumbent from 1972 and on.  Info would be hidden for candidates that were always incumbents in this time period.,,1,0,,0.00,0,,,0,-1,-1,0,,0,0,0,0,-1,0,1
Delaware,8,1979,1,0,0,0,1979,1979,1,0,1,1,"duPont, Pierre","Moore, John L., Jon P. Preimesberger, and David R. Tarr, eds. 2001.  Congressional Quarterly's Guid to U.S. Elections.  4th edition.  Washington, DC: CQ Press.",,,,,,0,1980,,,,,,1,,0,,0,0,,,,0,0,,,2,2,,4,1,1,2,0,5,Absolute two term limitation.,,0,0,0,,0,,1,From my gubernatorial candidates file.  Only inserted info if the candidate was at one time not an incumbent from 1972 and on.  Info would be hidden for candidates that were always incumbents in this time period.,1,From my gubernatorial candidates file.  Only inserted info if the candidate was at one time not an incumbent from 1972 and on.  Info would be hidden for candidates that were always incumbents in this time period.,,1,0,,0.00,0,,,0,-1,-1,0,,0,0,0,0,-2,0,1
Delaware,8,1980,1,1,0,0,1979,1979,0,1,1,1,"duPont, Pierre","Moore, John L., Jon P. Preimesberger, and David R. Tarr, eds. 2001.  Congressional Quarterly's Guid to U.S. Elections.  4th edition.  Washington, DC: CQ Press.",,,,,,1,1980,,,,,,1,,0,,0,0,,,,0,0,,,3,3,,4,0,1,2,0,4,Absolute two term limitation.,,0,0,0,,0,,1,From my gubernatorial candidates file.  Only inserted info if the candidate was at one time not an incumbent from 1972 and on.  Info would be hidden for candidates that were always incumbents in this time period.,1,From my gubernatorial candidates file.  Only inserted info if the candidate was at one time not an incumbent from 1972 and on.  Info would be hidden for candidates that were always incumbents in this time period.,,1,0,,0.00,0,,,0,-1,0,0,,0,0,0,0,-3,0,1
Delaware,8,1981,1,0,0,0,1981,1981,1,0,1,1,"duPont, Pierre","Moore, John L., Jon P. Preimesberger, and David R. Tarr, eds. 2001.  Congressional Quarterly's Guid to U.S. Elections.  4th edition.  Washington, DC: CQ Press.",,,,,,0,1984,,,,,,1,,0,,0,0,,,,0,0,,,4,4,,4,3,1,2,0,3,Absolute two term limitation.,,1,0,0,,0,,1,From my gubernatorial candidates file.  Only inserted info if the candidate was at one time not an incumbent from 1972 and on.  Info would be hidden for candidates that were always incumbents in this time period.,1,From my gubernatorial candidates file.  Only inserted info if the candidate was at one time not an incumbent from 1972 and on.  Info would be hidden for candidates that were always incumbents in this time period.,,1,0,,0.00,0,,,0,-1,-1,0,,0,0,0,0,-4,0,1
Delaware,8,1982,1,0,0,0,1981,1981,0,1,1,1,"duPont, Pierre","Moore, John L., Jon P. Preimesberger, and David R. Tarr, eds. 2001.  Congressional Quarterly's Guid to U.S. Elections.  4th edition.  Washington, DC: CQ Press.",,,,,,0,1984,,,,,,1,,0,,0,0,,,,0,0,,,5,5,,4,2,1,2,0,2,Absolute two term limitation.,,1,0,0,,0,,1,From my gubernatorial candidates file.  Only inserted info if the candidate was at one time not an incumbent from 1972 and on.  Info would be hidden for candidates that were always incumbents in this time period.,1,From my gubernatorial candidates file.  Only inserted info if the candidate was at one time not an incumbent from 1972 and on.  Info would be hidden for candidates that were always incumbents in this time period.,,1,0,,0.00,0,,,0,-1,-1,0,,0,0,0,0,-5,0,1
Delaware,8,1983,1,0,0,0,1983,1983,1,0,1,1,"duPont, Pierre","Moore, John L., Jon P. Preimesberger, and David R. Tarr, eds. 2001.  Congressional Quarterly's Guid to U.S. Elections.  4th edition.  Washington, DC: CQ Press.",,,,,,0,1984,,,,,,1,,0,,0,0,,,,0,0,,,6,6,,4,1,1,2,0,1,Absolute two term limitation.,,1,0,1,,0,,1,From my gubernatorial candidates file.  Only inserted info if the candidate was at one time not an incumbent from 1972 and on.  Info would be hidden for candidates that were always incumbents in this time period.,1,From my gubernatorial candidates file.  Only inserted info if the candidate was at one time not an incumbent from 1972 and on.  Info would be hidden for candidates that were always incumbents in this time period.,,1,0,,0.00,0,,,0,-1,-1,0,,0,0,0,0,-6,0,1
