"state_abbr","year","fiscal_year","leg_total","leg_sales","leg_income","leg_corporate","leg_cigarette_tobacco","leg_fuel","leg_alcohol","leg_others","leg_fees","gov_total","gov_sales","gov_income","gov_corporate","gov_cigarette_tobacco","gov_fuel","gov_alcohol","gov_others","gov_fees","personal_income","population","taxes_last_year","percent_change_personal_income","percent_change_population","estimated_imbalance","state","gov_party","house_dem_share","senate_dem_share","citizen_ideology","year_of_biennium","ranney_10yrs","change_in_gov_party","change_in_house_dem_share","change_in_senate_dem_share","change_in_citizen_ideology"
"AL",1987,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,4,3.2,6.25,0,149,"Alabama","Republican",0.847619,0.857143,38.5169,"First Year of Biennium",0.845323,NA,NA,NA,NA
"AL",1988,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,4,3.4,7.84,0,8,"Alabama","Republican",0.847619,0.857143,45.0299,"Second Year of Biennium",0.818857,"No Change",0,0,6.513
"AL",1989,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063,4.1,3.7,9.09,0,67,"Alabama","Republican",0.833333,0.823529,37.4725,"First Year of Biennium",0.792391,"No Change",-0.0142857,-0.0336135,-7.55745
"AL",1990,1991,0.434795,0,0,0,0,0,0,1.37367,0,0.460759,0,0,0,0,0,0,1.21157,0,0.067,4.1,3.8,5,2.5,-3,"Alabama","Republican",0.833333,0.823529,33.8353,"Second Year of Biennium",0.764153,"No Change",0,0,-3.63713
"AL",1991,1992,0.198303,0,0,0,0,0,0,0.626507,0,0,0,0,0,0,0,0,0,0,0.072,4.2,3.9,6.35,0,0,"Alabama","Republican",0.790476,0.8,39.8091,"First Year of Biennium",0.735915,"No Change",-0.0428571,-0.0235294,5.97373
"AL",1992,1993,0.836992,0,0,0,0,5.08494,0,0,0,3.94139,1.43319,1.86248,2.111,0,0,0,4.38474,0,0.075,4.2,4.2,7.46,2.44,32,"Alabama","Republican",0.780952,0.8,39.6221,"Second Year of Biennium",0.726794,"No Change",-0.0095238,0,-0.18696
"AL",1993,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079,4.3,4.6,4.17,0,119,"Alabama","Democrat",0.780952,0.8,39.0171,"First Year of Biennium",0.717673,"Change",0,0,-0.60498
"AL",1994,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084,4.3,4.8,5.33,2.38,0,"Alabama","Democrat",0.780952,0.771429,39.4149,"Second Year of Biennium",0.690754,"No Change",0,-0.0285714,0.39781
"AL",1995,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088,4.3,5.1,6.33,0,43,"Alabama","Republican",0.704762,0.657143,33.4299,"First Year of Biennium",0.663834,"Change",-0.0761905,-0.114286,-5.98507
"AL",1996,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092,4.4,5.3,4.76,0,46,"Alabama","Republican",0.695238,0.657143,29.3992,"Second Year of Biennium",0.656763,"No Change",-0.0095238,0,-4.03064
"AL",1997,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098,4.4,5.5,4.55,2.33,0,"Alabama","Republican",0.685714,0.647059,36.0279,"First Year of Biennium",0.649691,"No Change",-0.0095238,-0.010084,6.62863
"AL",1998,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4.4,5.7,6.52,0,34,"Alabama","Republican",0.676191,0.628571,41.3529,"Second Year of Biennium",0.656009,"No Change",-0.0095238,-0.0184874,5.32505
"AL",1999,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,4.5,6,2.04,0,38,"Alabama","Democrat",0.657143,0.657143,43.8336,"First Year of Biennium",0.662327,"Change",-0.0190477,0.0285714,2.48068
"AL",2000,2001,0,0,0,0,0,0,0,0,0,0.348187,0,0,1.46527,0,0,0,0,0.610316,0.11,4.5,6.4,10,2.27,20,"Alabama","Democrat",0.657143,0.657143,32.0958,"Second Year of Biennium",0.670418,"No Change",0,0,-11.7378
"AL",2001,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,4.5,6.7,0,0,25,"Alabama","Democrat",0.650485,0.657143,34.7319,"First Year of Biennium",0.678508,"No Change",-0.00665741,0,2.63618
"AL",2002,2003,0,0,0,0,0,0,0,0,0,0.0783613,0,0,0,0,0,0,0,0.640988,0.12,4.5,6.5,9.09,0,15,"Alabama","Democrat",0.638095,0.685714,33.7788,"Second Year of Biennium",0.659839,"No Change",-0.0123902,0.0285715,-0.95309
"AL",2003,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,4.5,6.4,0,0,51,"Alabama","Republican",0.609524,0.714286,28.7081,"First Year of Biennium",0.641169,"Change",-0.0285714,0.0285714,-5.07078
"AL",2004,2005,0.853732,0.193524,0,0,2.8585,0,0,0.888501,0.331553,0.386559,0,0,0,0,0,0,0.597919,1.30201,0.14,4.6,7,8.33,0,421,"Alabama","Republican",0.6,0.714286,39.1434,"Second Year of Biennium",0.6403,"No Change",-0.0095238,0,10.4353
"AL",2005,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,4.6,7.8,7.69,2.22,354,"Alabama","Republican",0.607843,0.714286,40.3181,"First Year of Biennium",0.63943,"No Change",0.00784313,0,1.17474
"AL",2006,2007,0,0,0,0,0,0,0,0,0,-0.119847,-0.0247858,-0.171786,0,0,0,0,0,0,0.15,4.7,8.5,0,0,639,"Alabama","Republican",0.6,0.714286,40.3142,"Second Year of Biennium",0.63468,"No Change",-0.00784313,0,-0.00389
"AL",2007,2008,0,0,0,0,0,0,0,0,0,-0.189575,-0.0811606,-0.205082,-0.130273,0,0,0,0,0,0.16,4.7,8.9,7.14,2.17,185,"Alabama","Republican",0.590476,0.657143,47.2558,"First Year of Biennium",0.62993,"No Change",-0.0095238,-0.0571429,6.9416
"AL",2008,2009,-0.0502195,0,-0.570192,1.15935,0,0,0,0,0,0.0559724,0,-0.0974221,-0.125536,0,0,0,0.36795,0,0.16,4.8,9.1,6.67,0,49,"Alabama","Republican",0.590476,0.628571,48.3692,"Second Year of Biennium",0.611791,"No Change",0,-0.0285714,1.11341
"AL",2009,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,4.8,8.3,0,2.13,0,"Alabama","Republican",0.590476,0.59375,27.263,"First Year of Biennium",0.593652,"No Change",0,-0.0348214,-21.1062
"AL",2010,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,4.8,8.2,0,0,38,"Alabama","Republican",0.571429,0.6,19.2529,"Second Year of Biennium",0.550914,"No Change",-0.0190476,0.00624999,-8.01013
"AL",2011,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,4.8,8.6,5.07,0.03,51,"Alabama","Republican",0.409524,0.352941,36.0237,"First Year of Biennium",NA,"No Change",-0.161905,-0.247059,16.7708
"AK",1987,1988,0,0,0,0,0,0,0,0,0,10.9973,0,11.8522,0,0,0,0,9.89284,0,0.011,0.541984,1.1,-9.09,-0.91,95,"Alaska","Democrat",0.6,0.4,54.9775,"First Year of Biennium",0.497507,NA,NA,NA,NA
"AK",1988,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0.54716,1.3,10,0.5,-152,"Alaska","Democrat",0.6,0.4,53.8658,"Second Year of Biennium",0.499234,"No Change",0,0,-1.11169
"AK",1989,1990,4.51976,0,0,0,0.854265,0,0,13.4862,0,5.22992,2.27878,0,0,0,5.50888,0,8.37087,0,0.013,0.55329,1.4,9.09,0.96,268,"Alaska","Democrat",0.6,0.4,46.6984,"First Year of Biennium",0.500961,"No Change",0,0,-7.16739
"AK",1990,1991,0,0,0,0,0,0,0,0,0,0.721577,0,0,0,0,4.72474,0,0,0,0.013,0.570193,1.5,8.33,1.12,838,"Alaska","Democrat",0.6,0.4,54.967,"Second Year of Biennium",0.504622,"No Change",0,0,8.26865
"AK",1995,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0.608569,1.9,6.67,0.18,0,"Alaska","Democrat",0.435897,0.4,30.476,"First Year of Biennium",0.500378,"No Change",-0.164103,0,-24.4911
"AK",1996,1997,0,0,0,0,0,0,0,0,0,1.88883,0,0,0,4.91784,5.83644,4.80622,0,1.38881,0.017,0.612968,1.5,0,0.69,0,"Alaska","Democrat",0.435897,0.4,37.0107,"Second Year of Biennium",0.492888,"No Change",0,0,6.53475
"AK",1997,1998,0.483363,0,0,0,2.44369,0.667398,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0.619932,1.6,6.25,0.72,NA,"Alaska","Democrat",0.375,0.35,31.8401,"First Year of Biennium",0.485398,"No Change",-0.0608974,-0.05,-5.17061
"AK",1998,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0.624779,1.2,0,1.14,0,"Alaska","Democrat",0.375,0.3,36.3019,"Second Year of Biennium",0.481098,"No Change",0,-0.05,4.46178
"AK",1999,2000,0,0,0,0,0,0,0,0,0,6.99654,0,10.3153,0,0,6.18461,0,0,0,0.019,0.627963,0.91,5.88,0.78,-1984,"Alaska","Democrat",0.35,0.25,32.9792,"First Year of Biennium",0.476798,"No Change",-0.025,-0.05,-3.32267
"AK",2000,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.633714,1.4,5.56,0.51,0,"Alaska","Democrat",0.35,0.25,21.7351,"Second Year of Biennium",0.47024,"No Change",0,0,-11.2441
"AK",2001,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0.642337,1.4,5.26,0.92,NA,"Alaska","Democrat",0.325,0.3,28.6746,"First Year of Biennium",0.463683,"No Change",-0.025,0.05,6.93954
"AK",2002,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0.648414,1.1,5,1.36,0,"Alaska","Democrat",0.325,0.3,30.8141,"Second Year of Biennium",0.441313,"No Change",0,0,2.13949
"AK",2003,2004,0.766989,0,0,0,0.355446,0,0,0.100966,4.02796,2.25734,0,0,0,0,7.2008,0,0.913185,6.86512,0.023,0.659286,1.1,4.76,0.95,0,"Alaska","Republican",0.325,0.4,37.057,"First Year of Biennium",0.418943,"Change",0,0.1,6.24287
"AK",2004,2005,0.265005,0,0,0,1.11459,0,0,0,0.568045,1.34683,0,0,0,6.19029,0,0,1.22343,0,0.025,0.666946,1.3,4.55,1.68,226,"Alaska","Republican",0.325,0.4,43.0612,"Second Year of Biennium",0.402669,"No Change",0,0,6.0042
"AK",2005,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0.675302,1.9,8.7,1.16,0,"Alaska","Republican",0.35,0.4,40.2936,"First Year of Biennium",0.386395,"No Change",0.025,0,-2.76759
"AK",2006,2007,0,0,0,0,0,0,0,0,0,5.4755,0,0,0,0,0,0,14.3979,0,0.028,0.6803,2.5,4,1.25,0,"Alaska","Republican",0.35,0.4,45.082,"Second Year of Biennium",0.374702,"No Change",0,0,4.78847
"AK",2007,2008,0,0,0,0,0,0,0,0,0,-0.0120454,0,0,0,0,0,0,0,-0.0985302,0.031,0.687455,3.7,7.69,0.74,0,"Alaska","Republican",0.35,0.4,59.8064,"First Year of Biennium",0.36301,"No Change",0,0,14.7243
"AK",2008,2009,-0.145463,0,0,0,0,-0.810083,0,0,-0.0606288,-0.0157342,0,0,0,0,0,0,-0.017319,-0.074828,0.03,0.698895,8.7,10.71,1.05,-1363,"Alaska","Republican",0.425,0.45,67.104,"Second Year of Biennium",0.365003,"No Change",0.075,0.05,7.29758
"AK",2009,2010,0.239045,0,0,0,0,1.45226,0,0,0,-0.0700354,0,0,0,0,-0.333511,0,0,-0.166657,0.032,0.714146,5,-3.23,1.66,950,"Alaska","Republican",0.45,0.5,64.2383,"First Year of Biennium",0.366995,"No Change",0.025,0.05,-2.8657
"AK",2010,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.723375,4.5,6.67,2.18,-785,"Alaska","Republican",0.45,0.5,50.9792,"Second Year of Biennium",0.365378,"No Change",0,0,-13.2591
"AK",2011,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0.730307,5.5,8.92,1.29,1969,"Alaska","Republican",0.4,0.5,55.6035,"First Year of Biennium",NA,"No Change",-0.05,0,4.62426
"AZ",1987,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,3.5,3.5,8.51,3.03,34,"Arizona","Republican",0.4,0.366667,38.0021,"First Year of Biennium",0.445515,NA,NA,NA,NA
"AZ",1988,1989,1.42515,0.443206,0.755119,1.59018,0,0,0,1.98112,0,0.653893,0.813434,0.281889,0.285709,0,0,0,0,0,0.059,3.6,3.7,7.84,2.94,5,"Arizona","Democrat",0.4,0.366667,37.7372,"Second Year of Biennium",0.446153,"Change",0,0,-0.26489
"AZ",1989,1990,0.720222,0.121729,0.700919,0,0,0,0,1.13771,0,2.01876,0,0,0.415863,1.63565,0,2.93062,4.28752,0,0.062,3.7,4.1,7.27,2.86,6,"Arizona","Democrat",0.433333,0.433333,37.226,"First Year of Biennium",0.44679,"No Change",0.0333333,0.0666666,-0.51117
"AZ",1990,1991,1.75768,0.100466,2.1771,1.42942,0.496579,0,0,1.36304,0,1.22996,0,0.817799,1.51129,1.57493,0,0,0.589766,0,0.065,3.8,4.4,5.08,2.78,0,"Arizona","Democrat",0.433333,0.433333,38.6521,"Second Year of Biennium",0.452414,"No Change",0,0,1.42602
"AZ",1991,1992,0.059836,0,0.135875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,3.9,4.7,4.84,2.7,5,"Arizona","Republican",0.45,0.566667,35.6622,"First Year of Biennium",0.457501,"Change",0.0166667,0.133333,-2.98983
"AZ",1992,1993,-0.0307595,0,-0.0698485,0,0,0,0,0,0,-0.397928,0,-0.651868,0,0,0,0,0,0,0.075,4.1,4.8,7.69,2.63,5,"Arizona","Republican",0.45,0.566667,43.2098,"Second Year of Biennium",0.442128,"No Change",0,0,7.54754
"AZ",1993,1994,-0.198983,-0.147978,-0.165678,0,0,0,0,-0.157164,0,-0.294317,-0.0193076,-0.462458,0,0,0,0,0,0,0.082,4.2,5.3,7.14,5.13,192,"Arizona","Republican",0.416667,0.4,39.2072,"First Year of Biennium",0.426754,"No Change",-0.0333333,-0.166667,-4.00256
"AZ",1994,1995,-0.604396,0,-1.40047,0.149495,0,0,0,0,0,-0.558496,0,-0.914903,0,0,0,0,0,0,0.089,4.4,5.7,9.33,2.44,221,"Arizona","Republican",0.416667,0.4,33.2529,"Second Year of Biennium",0.408411,"No Change",0,0,-5.95434
"AZ",1995,1996,-1.13399,0,-2.57506,0,0,0,0,0,0,-1.02691,0,-1.68224,0,0,0,0,0,0,0.097,4.6,6.2,8.54,4.76,275,"Arizona","Republican",0.366667,0.366667,40.2565,"First Year of Biennium",0.390068,"No Change",-0.05,-0.0333333,7.0036
"AZ",1996,1997,-0.768987,0,0,0,0,0,0,-2.42949,0,-1.24353,0,-0.407418,0,0,0,0,-2.6159,0,0.11,4.7,6.4,8.99,4.55,255,"Arizona","Republican",0.366667,0.366667,36.1675,"Second Year of Biennium",0.38988,"No Change",0,0,-4.08898
"AZ",1997,1998,-0.745684,-0.356491,-1.33045,0,0,0,0,0,0,-0.482338,0,-0.790144,0,0,0,0,0,0,0.12,4.9,6.6,13.4,2.17,497,"Arizona","Republican",0.366667,0.4,42.3912,"First Year of Biennium",0.377192,"No Change",0,0.0333333,6.2237
"AZ",1998,1999,-0.611368,0,-0.347073,-0.294037,0,0,0,-1.28768,0,-0.968869,0,-0.453474,-0.864876,0,0,0,-1.4558,0,0.12,5,6.9,9.09,4.26,60,"Arizona","Republican",0.366667,0.4,43.5324,"Second Year of Biennium",0.360718,"No Change",0,0,1.14121
"AZ",1999,2000,-0.187486,0,0,-0.127142,0,0,0,-0.518292,0,-0.0551794,0,0,0,0,0,0,-0.145095,0,0.14,5.2,7.5,0,2.04,175,"Arizona","Republican",0.333333,0.466667,40.1107,"First Year of Biennium",0.344244,"No Change",-0.0333334,0.0666667,-3.42167
"AZ",2000,2001,-0.00954791,0,0,0,0,0,0,-0.0301652,0,0,0,0,0,0,0,0,0,0,0.14,5.3,8.1,16.67,4,104,"Arizona","Republican",0.366667,0.466667,40.2305,"Second Year of Biennium",0.3382,"No Change",0.0333334,0,0.11982
"AZ",2001,2002,-0.0627744,0,-0.142548,0,0,0,0,0,0,-0.0568469,0,0,-0.304471,0,0,0,0,0,0.15,5.4,8.4,0,1.92,2,"Arizona","Republican",0.4,0.5,42.8437,"First Year of Biennium",0.332693,"No Change",0.0333333,0.0333333,2.61315
"AZ",2002,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,5.5,8.5,7.14,1.89,61,"Arizona","Republican",0.4,0.5,43.8153,"Second Year of Biennium",0.345083,"No Change",0,0,0.97162
"AZ",2003,2004,0,0,0,0,0,0,0,0,0,0.0585458,0,0,0,0,0,0,0,0.478899,0.17,5.7,8.7,6.67,1.85,173,"Arizona","Democrat",0.35,0.433333,46.8429,"First Year of Biennium",0.357472,"Change",-0.05,-0.0666667,3.02755
"AZ",2004,2005,0.270976,0,0.615332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,5.8,9.6,6.25,3.64,144,"Arizona","Democrat",0.35,0.433333,47.7508,"Second Year of Biennium",0.371997,"No Change",0,0,0.90796
"AZ",2005,2006,-0.0543284,-0.003889,-0.101598,-0.0608657,0,0,0,0,0.0191808,0,0,0,0,0,0,0,0,0,0.21,6,11,11.76,1.75,1047,"Arizona","Democrat",0.366667,0.4,46.6944,"First Year of Biennium",0.386523,"No Change",0.0166667,-0.0333333,-1.05646
"AZ",2006,2007,-0.459702,0,-1.04389,0,0,0,0,0,0,-0.244879,-0.115758,-0.140402,-0.262314,0,0,0,-0.128783,0,0.22,6.2,13,10.53,3.45,422,"Arizona","Democrat",0.35,0.4,50.1495,"Second Year of Biennium",0.406463,"No Change",-0.0166667,0,3.4551
"AZ",2007,2008,-0.451976,0,-1.02635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,6.3,14,4.76,3.33,158,"Arizona","Democrat",0.45,0.433333,48.6919,"First Year of Biennium",0.426402,"No Change",0.1,0.0333333,-1.4576
"AZ",2008,2009,0.0297454,0,0,0,0,0,0,0,0.178529,0,0,0,0,0,0,0,0,0,0.22,6.3,13,4.55,1.61,-441,"Arizona","Democrat",0.45,0.433333,48.5431,"Second Year of Biennium",0.433461,"No Change",0,0,-0.14875
"AZ",2009,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,6.4,11,-4.35,0,50,"Arizona","Republican",0.416667,0.4,44.1794,"First Year of Biennium",0.44052,"Change",-0.0333333,-0.0333333,-4.36373
"AZ",2010,2011,3.26929,6.55944,0.103775,-0.202886,0,0,0,0,0.253186,2.99242,5.53786,0,0,0,0,0,0,0.442682,0.23,6.5,10,0,1.59,3,"Arizona","Republican",0.416667,0.4,39.1737,"Second Year of Biennium",0.423001,"No Change",0,0,-5.0057
"AZ",2011,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,6.6,12,4.42,1.07,3,"Arizona","Republican",0.333333,0.3,47.2821,"First Year of Biennium",NA,"No Change",-0.0833334,-0.1,8.10846
"AR",1987,1988,0.795583,0.562881,1.09237,0,0,0,0.849906,0.058454,0,0.770725,0,0.988095,0,0,0,0,0.484629,0,0.031,2.3,1.9,3.7,0,0,"Arkansas","Democrat",0.91,0.885714,50.9251,"First Year of Biennium",0.835102,NA,NA,NA,NA
"AR",1988,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032,2.3,2,7.14,0,0,"Arkansas","Democrat",0.91,0.885714,56.5966,"Second Year of Biennium",0.8311,"No Change",0,0,5.67155
"AR",1989,1990,0.0830905,0.15556,0,-0.0922207,0,0,0,0.0706762,0,3.18343,6.01941,-0.877059,1.24003,0.995761,0,1.25617,0.327225,0,0.034,2.4,2.2,6.67,0,0,"Arkansas","Democrat",0.888889,0.885714,53.948,"First Year of Biennium",0.827097,"No Change",-0.0211111,0,-2.64865
"AR",1990,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,2.4,2.3,6.25,4.35,0,"Arkansas","Democrat",0.888889,0.885714,41.1379,"Second Year of Biennium",0.839312,"No Change",0,0,-12.8101
"AR",1991,1992,4.10126,4.75322,-0.465657,0.845357,0.268327,8.36472,0,1.38828,0,2.12229,4.26375,-0.304205,0,0,0,0,0,0,0.039,2.4,2.4,5.88,0,0,"Arkansas","Democrat",0.91,0.885714,40.2771,"First Year of Biennium",0.851527,"No Change",0.0211111,0,-0.86081
"AR",1992,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041,2.5,2.7,8.33,0,0,"Arkansas","Democrat",0.909091,0.885714,45.6947,"Second Year of Biennium",0.85002,"No Change",-0.000909091,0,5.4176
"AR",1993,1994,1.11522,0,0,0,2.29995,0,0,1.5702,1.6006,1.00992,0,0,0,2.23538,0,0,1.18347,1.97546,0.044,2.5,2.9,5.13,4.17,0,"Arkansas","Democrat",0.89899,0.857143,42.2312,"First Year of Biennium",0.848514,"No Change",-0.010101,-0.0285714,-3.46345
"AR",1994,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,2.5,3.2,7.32,0,0,"Arkansas","Democrat",0.888889,0.857143,40.2963,"Second Year of Biennium",0.844966,"No Change",-0.010101,0,-1.93495
"AR",1995,1996,-0.175768,0,0,0,0,0,0,-0.587979,0.0868775,0,0,0,0,0,0,0,0,0,0.049,2.6,3.4,4.55,0,0,"Arkansas","Democrat",0.88,0.8,40.0728,"First Year of Biennium",0.828918,"No Change",-0.00888889,-0.0571429,-0.22348
"AR",1996,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052,2.6,3.7,6.52,4,0,"Arkansas","Republican",0.878788,0.8,35.4879,"Second Year of Biennium",0.81223,"Change",-0.00121212,0,-4.58491
"AR",1997,1998,0.305282,0.600407,0,0,0,0,0,0,0.0610756,0,0,0,0,0,0,0,0,0,0.055,2.6,3.8,6.12,0,0,"Arkansas","Republican",0.868687,0.823529,45.3525,"First Year of Biennium",0.795542,"No Change",-0.010101,0.0235294,9.86466
"AR",1998,1999,0,0,0,0,0,0,0,0,0,-0.760917,0,-1.23378,0,0,0,0,-0.0265418,0,0.057,2.7,4.1,5.77,0,37,"Arkansas","Republican",0.86,0.8,47.0043,"Second Year of Biennium",0.772226,"No Change",-0.00868687,-0.0235294,1.65179
"AR",1999,2000,-0.160484,0,-0.277659,0,0,0,0,-0.137621,0,-0.14533,0,-0.181389,0,0,0,0,-0.103726,0,0.06,2.7,4.6,3.64,3.85,0,"Arkansas","Republican",0.76,0.828571,46.3162,"First Year of Biennium",0.74891,"No Change",-0.1,0.0285714,-0.68813
"AR",2000,2001,-0.107613,0,-0.244368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064,2.7,4.9,5.26,0,0,"Arkansas","Republican",0.762887,0.828571,33.548,"Second Year of Biennium",0.723736,"No Change",0.0028866,0,-12.7682
"AR",2001,2002,-0.0161707,0,0,0,0,0,0,-0.0510888,0,0,0,0,0,0,0,0,0,0,0.066,2.7,5,6.67,0,0,"Arkansas","Republican",0.7,0.771429,49.7243,"First Year of Biennium",0.698561,"No Change",-0.0628866,-0.0571428,16.1763
"AR",2002,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069,2.7,5.2,3.13,0,0,"Arkansas","Republican",0.7,0.771429,43.5285,"Second Year of Biennium",0.676811,"No Change",0,0,-6.19582
"AR",2003,2004,0.758216,0,0.798268,0.127301,2.48033,0,0,0,0,1.37324,2.59661,0,0,0,0,0,0,0,0.074,2.7,5.1,4.55,0,0,"Arkansas","Republican",0.72,0.771429,50.4057,"First Year of Biennium",0.655061,"No Change",0.02,0,6.87724
"AR",2004,2005,0.345259,0,0,0,2.25887,0,0,0,0,0.682163,0,0.605306,0.164415,2.19546,0,0,0,0,0.077,2.8,5.6,7.25,0,0,"Arkansas","Republican",0.7,0.771429,52.6281,"Second Year of Biennium",0.634629,"No Change",-0.02,0,2.22243
"AR",2005,2006,-0.324495,-0.0559417,-0.601772,-0.174794,0,0,0,0,0,-0.264469,0,-0.385104,-0.146896,0,0,0,0,0,0.083,2.8,6.5,4.05,3.7,0,"Arkansas","Republican",0.72,0.771429,49.1916,"First Year of Biennium",0.626697,"No Change",0.02,0,-3.43654
"AR",2006,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089,2.8,7,7.79,0,0,"Arkansas","Republican",0.72,0.771429,49.1493,"Second Year of Biennium",0.634996,"No Change",0,0,-0.04225
"AR",2007,2008,-0.950099,-1.73428,-0.161811,0,0,0.692651,0,-0.405228,0,-0.860386,-1.46418,-0.105708,0,0,0.676035,0,-0.305424,0,0.094,2.9,7.4,7.23,0,0,"Arkansas","Democrat",0.75,0.771429,56.3867,"First Year of Biennium",0.643294,"Change",0.03,0,7.23739
"AR",2008,2009,-0.0468716,-0.0950644,0,0,0,0,0,0,0,-0.0424457,-0.0802588,0,0,0,0,0,0,0,0.093,2.9,7.5,5.62,3.57,0,"Arkansas","Democrat",0.75,0.771429,57.633,"Second Year of Biennium",0.657927,"No Change",0,0,1.24623
"AR",2009,2010,0.121866,-0.418283,-0.0117079,0,2.14662,0,0,0,0.0421977,0.178272,-0.353139,0,0,2.56324,0,0,0,0,0.096,2.9,7.5,-1.06,0,0,"Arkansas","Democrat",0.717172,0.771429,44.2342,"First Year of Biennium",0.672561,"No Change",-0.0328283,0,-13.3988
"AR",2010,2011,-0.0279303,-0.0205105,-0.0404602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2.9,7.3,3.23,0,0,"Arkansas","Democrat",0.717172,0.771429,32.1731,"Second Year of Biennium",0.682928,"No Change",0,0,-12.061
"AR",2011,2012,-0.105461,-0.258456,0,0,0,0,0,0,0.121318,-0.0636686,-0.120388,0,0,0,0,0,0,0,0.11,2.9,8,4.35,1.33,0,"Arkansas","Democrat",0.555556,0.571429,29.1734,"First Year of Biennium",NA,"No Change",-0.161616,-0.2,-2.9997
"CA",1987,1988,-1.17179,0,-2.43915,-0.281786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,28,36,8.51,3.7,962,"California","Republican",0.55,0.615385,53.2296,"First Year of Biennium",0.604923,NA,NA,NA,NA
"CA",1988,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,29,36,9.8,0,212,"California","Republican",0.55,0.615385,56.6052,"Second Year of Biennium",0.585648,"No Change",0,0,3.37569
"CA",1989,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,30,41,7.14,3.57,694,"California","Republican",0.5875,0.615385,55.8268,"First Year of Biennium",0.566372,"No Change",0.0375,0,-0.77846
"CA",1990,1991,1.22629,0,0.146659,2.50068,0,3.77468,0,0.464913,0,0,0,0,0,0,0,0,0,0,0.66,30,43,6.67,3.45,-735,"California","Republican",0.5875,0.615385,53.4977,"Second Year of Biennium",0.55285,"No Change",0,0,-2.32909
